tconst,averageRating,numVotes
tt6193408,6.8,17190
tt6193522,6.9,819
tt6197494,5.1,4673
tt6212136,5.3,921
tt6213294,3.9,505
tt6217306,6.3,65416
tt6218032,8.4,2232
tt6218358,6.8,37713
tt6233916,6.4,186
tt6233986,7.7,40
tt6243320,7.2,188
tt6246534,7.2,1879
tt6250554,3.7,156
tt6251390,5.5,1152
tt6259380,6.1,57486
tt6268734,5.2,729
tt6271806,4.4,911
tt6275262,5.6,1708
tt6280608,5.3,1509
tt6280858,2.7,500
tt6286662,4.2,204
tt6290418,5.4,2055
tt6292852,6.7,105393
tt6297682,7.7,22717
tt6306064,6.6,65615
tt6312802,5.7,1269
tt6317180,6.3,2659
tt6335714,7.8,96
tt6342110,5.7,896
tt6342440,6.9,1185
tt6346982,6.6,311
tt6351344,7.3,44
tt6360394,5.9,1207
tt6373518,5.5,1537
tt6374342,8.6,5675
tt6378942,5.0,2139
tt6385540,8.6,15938
tt6394324,4.8,18856
tt6412452,7.2,182538
tt6417466,7.8,5272
tt6423886,5.7,4623
tt6428150,6.8,2440
tt6433832,6.4,3647
tt6434368,5.3,311
tt6435258,7.4,863
tt6439884,9.2,3025
tt6439898,8.3,1678
tt6439914,9.1,1989
tt6443294,6.6,3941
tt6444140,5.9,3216
tt6445414,6.2,13191
tt6452574,7.6,66935
tt6462482,5.0,82
tt6470396,6.1,4463
tt6472116,5.6,717
tt6473066,7.5,12753
tt6474378,7.7,67076
tt6483364,6.1,10312
tt6485304,6.9,3458
tt6485928,6.2,9509
tt6487482,6.5,35694
tt6489156,7.5,144
tt6493702,8.6,2865
tt6495388,6.5,689
tt6508228,5.6,13360
tt6514196,6.5,6428
tt6514218,5.6,381
tt6516314,5.5,9144
tt6518270,5.8,7159
tt6527426,5.2,33208
tt6527456,5.2,3053
tt6527586,6.4,3171
tt6529772,5.6,581
tt6531196,4.9,1115
tt6538034,7.6,6781
tt6539830,6.7,431
tt6540984,4.3,658
tt6552878,8.6,5030
tt6560164,5.8,11070
tt6565702,5.7,225776
tt6586344,6.7,2507
tt6593054,3.2,8545
tt6599742,5.9,2957
tt6600720,8.0,5708
tt6603812,6.5,751
tt6610158,5.9,15440
tt6611916,8.3,62627
tt6613958,5.6,4130
tt6615648,7.6,1177
tt6616260,7.3,15099
tt6622960,6.5,360
tt6624126,4.2,1533
tt6625730,8.2,7311
tt6626676,6.6,604
tt6627168,7.0,2218
tt6627630,8.0,785
tt6628322,4.4,2887
tt6639482,5.8,947
tt6641528,6.0,483
tt6643972,5.6,13663
tt6644030,8.4,1812
tt6650364,6.8,1463
tt6652708,4.5,5045
tt6656238,6.3,45566
tt6659936,5.2,1458
tt6659954,8.3,962
tt6660498,7.6,35075
tt6668212,7.1,2519
tt6671772,6.8,7
tt6671850,4.2,411
tt6678874,3.3,2136
tt6679412,6.2,1781
tt6679794,6.9,87406
tt6684714,5.3,13945
tt6685074,7.6,58
tt6693156,6.5,673
tt6699860,5.0,3447
tt6704898,6.7,6529
tt6706904,5.2,46
tt6708044,5.8,3225
tt6708116,7.2,6710
tt6712390,6.4,7803
tt6714408,4.8,527
tt6720618,6.8,2726
tt6721728,7.9,427
tt6727462,8.6,2493
tt6728096,5.9,7244
tt6729080,6.8,23866
tt6736198,5.9,2734
tt6737518,6.2,71
tt6739672,8.5,1351
tt6741278,8.7,302141
tt6741910,7.6,2249
tt6741936,8.7,9178
tt6741946,9.3,9856
tt6744044,5.8,5810
tt6746330,7.7,1145
tt6747420,5.7,2034
tt6747818,5.3,4511
tt6748178,7.2,761
tt6752992,7.5,23026
tt6760876,5.9,12791
tt6763270,8.4,1190
tt6763664,8.5,324458
tt6772390,7.9,117
tt6772802,6.7,60522
tt6772950,5.3,73194
tt6773840,7.3,20
tt6774212,5.3,5537
tt6774420,6.9,1614
tt6774588,6.1,1165
tt6774786,4.5,17970
tt6775794,5.5,1299
tt6775816,5.3,912
tt6776106,7.0,3728
tt6782090,5.3,11
tt6790838,7.3,11
tt6793580,7.2,12882
tt6794956,5.9,124
tt6807662,6.5,5327
tt6811018,6.1,20321
tt6811236,7.0,10596
tt6815956,7.5,468
tt6820128,5.3,701
tt6820324,6.0,3531
tt6821012,5.3,26497
tt6826438,7.6,26571
tt6827128,8.3,32
tt6827652,4.2,592
tt6830716,2.6,2252
tt6836936,5.1,26540
tt6839788,7.5,15358
tt6843446,3.4,906
tt6850820,6.5,75379
tt6851410,7.2,2157
tt6851966,5.9,515
tt6852872,5.8,10437
tt6854672,5.9,4856
tt6858044,5.8,41
tt6863510,8.1,101
tt6864046,7.0,19690
tt6864864,8.1,3377
tt6866224,6.2,17742
tt6866914,6.7,104
tt6867508,7.7,36
tt6869362,6.2,3916
tt6869948,5.0,8
tt6873658,8.0,37164
tt6878882,6.6,8569
tt6886062,5.7,703
tt6888938,4.4,1683
tt6890582,6.0,6776
tt6892462,6.3,5224
tt6898970,6.8,9459
tt6900448,7.0,19608
tt6903284,5.9,14706
tt6905542,8.4,29034
tt6908274,7.4,70578
tt6910020,2.4,23198
tt6913836,3.1,52
tt6914542,6.2,4133
tt6914558,7.2,17
tt6915100,6.7,2729
tt6916746,7.5,7821
tt6917210,5.7,1382
tt6922148,6.3,3740
tt6923462,7.3,4969
tt6927152,6.3,5398
tt6928158,3.5,87
tt6931414,7.0,6744
tt6936350,6.2,302
tt6937368,7.2,3163
tt6937724,3.4,841
tt6939026,7.4,6890
tt6947324,8.7,20
tt6951892,4.6,5228
tt6952960,6.7,18758
tt6955298,6.6,1821
tt6958014,5.2,5037
tt6966784,7.0,21
tt6970700,7.4,7054
tt6970710,7.9,5001
tt6972212,4.3,269
tt6974888,4.6,1238
tt6983020,7.3,12
tt6985788,7.1,170
tt6987958,7.9,14
tt6997574,4.4,3022
tt7011984,7.5,3382
tt7014356,3.0,976
tt7015980,7.6,151
tt7018922,8.8,5
tt7019942,8.2,19722
tt7021508,5.0,1010
tt7025370,8.1,37
tt7027092,5.5,3944
tt7029754,7.1,361
tt7031338,6.9,91
tt7037618,6.2,14
tt7042146,7.9,8223
tt7043012,5.7,68637
tt7043380,5.8,3616
tt7050988,7.2,8
tt7051624,5.6,1800
tt7052244,3.3,4002
tt7052634,8.4,1951
tt7053138,7.8,64
tt7054538,3.7,32
tt7056032,7.4,8
tt7059506,5.6,1997
tt7073710,5.7,10623
tt7078180,8.4,39461
tt7078710,7.4,25243
tt7080138,7.0,1613
tt7080610,8.1,2550
tt7080616,8.9,4430
tt7081236,7.1,25
tt7084232,6.2,7
tt7084860,7.9,89
tt7085456,8.2,29
tt7087260,7.4,9649
tt7091956,3.2,17
tt7094780,8.7,13622
tt7100102,7.1,652
tt7100122,7.6,668
tt7103168,6.6,2811
tt7103742,5.8,988
tt7104578,4.8,696
tt7104930,7.8,738
tt7104984,6.4,4534
tt7117676,7.8,292
tt7120662,8.5,74436
tt7128732,6.6,1645
tt7132212,8.9,10
tt7133686,6.6,20886
tt7134908,7.1,100539
tt7136696,7.6,13
tt7137388,7.7,13
tt7137906,8.8,156935
tt7146600,8.1,9220
tt7146812,7.4,184557
tt7148162,8.0,7
tt7149336,5.2,1489
tt7149638,7.2,9
tt7149916,4.5,3466
tt7153434,7.5,719
tt7157574,6.4,5033
tt7158972,5.6,828
tt7164870,9.3,3118
tt7164902,8.3,2857
tt7165904,7.6,4409
tt7170950,6.1,24409
tt7171422,6.6,81
tt7176470,8.2,2211
tt7177642,5.1,120
tt7178256,8.8,966
tt7183074,7.0,7806
tt7183160,9.1,3508
tt7184124,6.7,1153
tt7188978,5.4,3006
tt7200946,4.8,9884
tt7204366,6.1,274
tt7205316,4.9,8060
tt7212754,7.6,45927
tt7217214,7.0,4400
tt7217624,8.2,110
tt7218518,7.8,32394
tt7220118,5.3,381
tt7221388,8.4,240215
tt7222228,3.0,413
tt7224988,7.4,326
tt7225148,5.8,8
tt7225338,8.2,8
tt7228072,4.3,595
tt7228346,8.0,2720
tt7243756,6.0,47
tt7245282,8.2,12
tt7251728,6.0,12
tt7255502,8.2,46871
tt7256866,5.2,13452
tt7259746,8.5,22311
tt7262178,2.9,673
tt7262882,6.5,10713
tt7262990,2.8,1355
tt7263154,7.8,22360
tt7270442,8.1,775
tt7270672,7.8,288
tt7278232,6.6,842
tt7282468,7.4,84810
tt7286018,7.5,124
tt7286456,8.3,1672800
tt7291148,8.4,23
tt7295450,3.9,8409
tt7298084,8.5,7
tt7299298,6.3,5959
tt7304802,6.4,11128
tt7304824,6.2,8336
tt7307318,7.5,763
tt7308310,4.0,279
tt7315484,5.4,55336
tt7315570,5.1,1487
tt7317178,5.3,148
tt7319822,5.4,2439
tt7322210,7.1,3446
tt7322864,4.1,273
tt7326798,6.6,7
tt7328908,6.7,753
tt7329858,6.6,7866
tt7332306,7.1,5942
tt7335104,5.7,1229
tt7335184,7.6,360928
tt7335726,7.7,295
tt7337142,7.7,104
tt7340738,7.4,28674
tt7343520,7.8,314
tt7343574,5.8,1313
tt7347846,6.0,64194
tt7350614,5.4,5267
tt7356136,6.7,30
tt7358154,5.4,685
tt7358936,4.7,3336
tt7367134,7.5,2130
tt7368392,7.5,11
tt7369306,6.1,9
tt7369716,7.1,249
tt7369834,7.8,317
tt7370952,6.1,1103
tt7371666,6.7,4433
tt7371868,7.2,7946
tt7371896,6.6,4267
tt7374948,6.7,66117
tt7379330,7.5,4922
tt7379472,8.1,209
tt7382724,7.3,7
tt7382730,6.9,2062
tt7382842,3.4,368
tt7385664,7.8,49
tt7390588,6.3,21167
tt7405478,4.8,15
tt7405518,7.0,34
tt7410240,6.1,17
tt7410684,7.3,5837
tt7412196,7.2,3610
tt7414406,7.6,16308
tt7419468,6.5,1282
tt7420532,5.9,1173
tt7421262,8.2,17
tt7423322,6.8,4432
tt7423482,7.9,175
tt7423538,7.2,78653
tt7427356,5.6,7235
tt7428820,4.8,1210
tt7430722,6.6,39635
tt7435038,8.2,64
tt7435250,8.2,4131
tt7440274,8.2,2082
tt7440432,7.6,5670
tt7445772,7.7,534
tt7448180,5.9,9812
tt7455754,7.8,22544
tt7456312,4.4,17322
tt7456534,5.8,2532
tt7458762,6.9,23961
tt7461136,8.5,26
tt7471912,8.2,19
tt7472352,7.3,5966
tt7473892,7.7,44
tt7474914,5.0,614
tt7475974,6.6,321
tt7476438,4.7,3753
tt7476946,6.2,1201
tt7477108,7.1,642
tt7481648,7.2,31
tt7481700,6.0,8
tt7486356,5.1,282
tt7487390,7.6,75
tt7488208,6.3,26770
tt7488702,6.8,810
tt7489816,6.8,18516
tt7490256,4.9,1480
tt7490342,6.7,602
tt7493184,5.3,96
tt7493974,8.0,168240
tt7497366,6.5,880
tt7510166,6.0,131
tt7510284,7.2,421
tt7511008,4.7,2590
tt7512980,6.2,33
tt7515456,5.9,5826
tt7519348,7.2,16
tt7520794,7.7,115500
tt7524414,7.1,5080
tt7524980,4.8,36
tt7525172,7.4,323
tt7525778,5.6,23688
tt7527082,7.7,1474
tt7527538,5.5,1249
tt7527694,5.4,1388
tt7527880,8.4,43
tt7529124,8.1,7218
tt7530986,6.8,4251
tt7533152,7.6,51256
tt7533510,7.6,110
tt7539608,6.0,1146
tt7541106,5.8,16859
tt7542576,6.2,3392
tt7542928,7.7,27
tt7543072,5.1,637
tt7549638,8.1,1066
tt7550000,6.0,103088
tt7556122,6.7,208644
tt7558516,8.2,34
tt7562000,7.4,5380
tt7562112,8.6,36190
tt7562334,5.9,2035
tt7566466,1.9,27
tt7569294,5.5,18
tt7569300,6.2,15
tt7569592,7.4,117944
tt7573844,7.5,667
tt7581572,8.1,5607
tt7584702,5.0,4244
tt7587362,7.2,6721
tt7587890,8.0,120261
tt7588054,6.4,15091
tt7588114,3.3,107
tt7594584,5.0,2683
tt7596520,6.5,92
tt7596874,4.3,47
tt7598276,8.0,82
tt7600382,7.0,5165
tt7600716,5.9,1491
tt7605074,5.9,39096
tt7605396,7.4,7154
tt7606464,4.1,44
tt7606620,5.8,881
tt7606636,4.7,778
tt7607260,4.9,74
tt7607332,6.2,65
tt7607370,5.8,389
tt7607400,7.5,1588
tt7607416,6.4,115
tt7607442,4.7,9
tt7607450,6.4,129
tt7607498,6.1,48
tt7608028,3.3,39317
tt7608238,7.0,6437
tt7612548,6.6,9979
tt7612748,5.3,563
tt7613996,3.8,486
tt7617482,8.1,396
tt7619858,7.6,5200
tt7622218,4.4,13
tt7624840,3.8,2441
tt7624934,5.5,2424
tt7631348,3.9,1935
tt7631792,5.2,263
tt7634746,7.2,36
tt7641620,7.2,943
tt7641624,7.5,1050
tt7643622,5.6,827
tt7645152,7.4,112
tt7645192,6.9,15258
tt7651514,8.2,22
tt7651528,8.3,24
tt7651892,8.7,8594
tt7653254,7.9,369238
tt7655416,6.9,18
tt7655524,6.0,465
tt7655590,6.5,1571
tt7660730,7.5,6065
tt7661306,6.3,51
tt7661368,4.9,832
tt7661472,6.7,904
tt7663776,5.1,93
tt7664798,7.3,70
tt7665476,7.3,1507
tt7666954,7.2,24
tt7668228,5.2,71
tt7668518,6.4,37621
tt7671414,3.6,1376
tt7671598,7.6,49365
tt7678620,9.3,45951
tt7678910,7.5,97
tt7681824,6.9,4786
tt7681970,5.4,1844
tt7682382,6.2,1052
tt7682430,7.5,1647
tt7683302,8.6,218
tt7683350,5.0,189
tt7687168,7.7,584
tt7689432,7.7,27
tt7689910,7.8,1429
tt7689924,7.3,1530
tt7690638,7.3,6392
tt7691766,6.8,1566
tt7696850,6.6,22
tt7697062,7.7,2117
tt7701694,5.2,684
tt7706168,6.6,1220
tt7707314,5.7,1598
tt7707640,8.2,9
tt7711170,6.2,35311
tt7712766,4.7,19
tt7715202,6.7,23685
tt7715988,7.6,1258
tt7721552,6.1,40
tt7722258,5.1,3819
tt7723394,5.4,152
tt7725144,7.2,1975
tt7728140,7.1,603
tt7728344,5.5,1664
tt7728418,7.8,1423
tt7730102,5.4,1589
tt7733384,8.9,7
tt7736042,1.9,306
tt7736496,6.4,22121
tt7736544,7.6,8244
tt7737500,7.3,170
tt7738048,6.4,2882
tt7738704,3.3,50
tt7741706,7.6,212
tt7741824,6.5,5040
tt7741830,6.7,1515
tt7744380,6.8,104
tt7744946,8.1,175
tt7745956,8.1,21882
tt7752034,8.3,7771
tt7752054,6.3,1252
tt7752142,5.1,399
tt7755856,6.2,4112
tt7756596,8.7,20
tt7759016,7.6,721
tt7762884,7.1,3041
tt7763020,6.4,2332
tt7763662,7.2,4226
tt7767422,8.2,393429
tt7767582,6.8,16
tt7768848,8.1,38173
tt7772386,5.0,16
tt7772580,6.2,53247
tt7775622,8.1,86050
tt7776024,7.1,42
tt7776830,4.9,410
tt7776936,5.3,627
tt7776992,6.4,11
tt7777196,5.4,3917
tt7777302,7.8,836
tt7779590,6.5,1454
tt7790166,5.7,126
tt7793088,7.2,713
tt7797304,7.1,11
tt7797308,7.0,12
tt7798334,7.2,83
tt7798984,6.6,187
tt7801964,7.6,12188
tt7805960,5.3,20852
tt7806258,7.3,9
tt7807026,6.1,6072
tt7808370,6.9,1128
tt7809118,7.2,187
tt7814186,6.0,12
tt7816996,7.7,12
tt7818686,8.4,4696
tt7819668,5.5,160
tt7820962,7.1,1555
tt7822380,8.1,2028
tt7822454,6.1,85
tt7823330,7.1,10
tt7823830,5.3,40
tt7826108,7.1,17803
tt7830574,8.0,25122
tt7832848,5.6,9104
tt7833932,8.4,98
tt7834376,7.4,10
tt7841496,5.7,5586
tt7843946,7.1,4284
tt7845184,7.3,1475
tt7846626,7.3,1139
tt7846844,6.6,243144
tt7851200,6.2,17
tt7853242,7.1,9646
tt7861408,7.6,80
tt7861432,7.6,62
tt7867076,6.9,1228
tt7867670,5.6,5930
tt7868294,7.9,987
tt7868306,8.6,1107
tt7869818,7.4,1020
tt7871636,4.7,3294
tt7875774,8.8,43
tt7875780,8.5,37
tt7879350,7.2,2224
tt7879820,7.8,21793
tt7880632,5.9,15
tt7881550,7.7,4645
tt7883774,6.2,1873
tt7884394,7.8,26
tt7885874,7.6,1161
tt7886846,5.7,729
tt7889220,8.1,10715
tt7889930,4.9,20
tt7895652,6.2,193
tt7895706,7.1,2588
tt7895904,4.2,3587
tt7897050,7.1,1419
tt7897892,6.0,9
tt7900106,6.9,810
tt7900296,6.3,29
tt7900324,7.7,311
tt7901034,6.2,18
tt7901640,7.2,5808
tt7902072,7.2,60702
tt7902184,5.0,204
tt7903358,9.7,9
tt7904606,7.8,455
tt7907916,7.7,3901
tt7908146,8.0,255
tt7909178,8.0,999
tt7909970,8.3,135203
tt7910010,7.9,129
tt7910098,7.3,7
tt7912476,8.4,16
tt7912492,6.7,9
tt7913172,6.8,1570
tt7913394,3.0,1008
tt7913450,6.8,2291
tt7914308,5.7,18
tt7915046,9.1,11
tt7919356,8.2,82
tt7920024,4.6,1573
tt7920978,8.9,56181
tt7923710,9.0,14884
tt7923832,7.3,2368
tt7924530,6.2,25
tt7924764,6.0,267
tt7924798,5.8,1482
tt7924812,7.2,2252
tt7924854,6.0,72
tt7926126,7.9,39
tt7926258,7.5,26
tt7926760,8.4,138
tt7927916,4.6,49
tt7927992,8.6,19
tt7933564,6.1,285
tt7933796,6.0,398
tt7935522,6.8,1661
tt7936208,5.0,9
tt7936336,6.1,115
tt7937168,7.2,7811
tt7937656,7.4,139
tt7938186,7.4,58
tt7939766,6.5,108692
tt7939768,7.2,6170
tt7941098,6.2,204
tt7942774,6.6,3395
tt7942936,5.1,2880
tt7944392,7.7,365
tt7944664,7.0,6078
tt7945236,6.3,1919
tt7945720,7.3,26129
tt7946422,6.3,39938
tt7946836,6.4,5433
tt7948354,7.5,107
tt7949046,4.0,855
tt7949200,7.7,1370
tt7949204,6.4,10433
tt7949606,7.3,10561
tt7956274,4.9,734
tt7956374,7.0,149
tt7956392,6.8,91
tt7957360,7.6,44
tt7957694,5.6,15242
tt7958740,7.3,242
tt7961556,6.3,8
tt7963494,7.7,40
tt7964300,8.1,32
tt7964488,7.0,6
tt7967172,8.5,626
tt7967412,6.6,9357
tt7967430,7.1,434
tt7968472,7.3,17
tt7968976,7.3,416
tt7969042,5.7,517
tt7971476,7.4,25882
tt7974058,4.7,9
tt7974234,6.5,83
tt7976502,3.9,185
tt7976532,8.3,1668
tt7978710,6.8,3258
tt7979142,5.6,21472
tt7979492,3.8,4023
tt7980006,6.3,1169
tt7981006,7.8,22
tt7981052,7.1,632
tt7981260,3.7,1177
tt7981492,4.2,2224
tt7981966,8.3,19
tt7983712,3.2,706
tt7983794,7.7,7185
tt7983796,3.4,133
tt7983844,6.3,5838
tt7984356,6.2,16
tt7984766,7.3,174966
tt7987516,7.2,59
tt7993238,8.1,172
tt7997698,6.5,9
tt7998186,6.2,8
tt8001250,6.3,2953
tt8001718,6.1,664
tt8004552,6.3,140
tt8004578,7.8,4254
tt8004628,7.3,2548
tt8005172,7.7,9
tt8005374,8.0,10319
tt8006674,8.6,78
tt8008382,6.9,1364
tt8008806,7.9,27
tt8009572,7.9,238
tt8009602,6.8,3250
tt8009622,6.9,874
tt8010342,5.6,1976
tt8010436,6.7,17
tt8010638,9.6,23
tt8011344,3.3,395
tt8011450,4.8,243
tt8012686,6.9,19
tt8013772,3.2,10
tt8015010,8.6,28
tt8019444,8.0,8132
tt8020012,6.7,41
tt8021824,6.3,6553
tt8022928,6.4,14385
tt8022978,6.6,974
tt8026886,7.5,44
tt8027624,6.9,392
tt8027718,7.0,80
tt8027720,6.9,74
tt8027722,6.4,69
tt8027732,4.7,83
tt8029244,5.0,107
tt8032700,7.2,333
tt8033244,7.0,2861
tt8033592,7.4,6190
tt8035202,7.1,129
tt8036272,7.4,9157
tt8038508,5.8,6
tt8041276,7.2,16267
tt8042292,7.6,8950
tt8043208,7.7,11
tt8043222,7.4,8
tt8043492,7.3,1355
tt8043722,6.5,82
tt8045468,6.2,8227
tt8045670,5.3,1494
tt8046148,6.6,24
tt8046932,5.9,28
tt8046956,7.7,245
tt8047480,7.7,259
tt8047522,7.7,1155
tt8051790,6.9,61
tt8052154,8.2,15
tt8053258,5.6,1351
tt8053430,7.8,65
tt8055888,7.3,9737
tt8056144,8.0,10
tt8058874,5.2,13132
tt8059038,7.4,28
tt8061070,5.2,2055
tt8063174,5.1,10901
tt8063294,7.9,8
tt8063472,9.9,21
tt8064302,7.9,109199
tt8065796,7.4,1183
tt8066214,6.7,141
tt8066304,6.5,145
tt8068192,8.1,321
tt8068826,5.1,987
tt8068852,5.2,331
tt8069036,6.7,12910
tt8071436,8.7,4220
tt8072106,7.8,737
tt8074580,8.3,409
tt8075156,7.8,4883
tt8075256,7.2,3485
tt8075260,6.2,27292
tt8075496,7.5,35419
tt8076222,8.4,1997
tt8077884,8.3,13
tt8078816,8.0,10866
tt8080054,8.3,8167
tt8080622,9.4,70
tt8081748,5.2,162
tt8083166,8.0,6
tt8083832,6.9,919
tt8084058,7.4,879
tt8084434,7.7,836
tt8085006,7.6,10
tt8085318,8.7,237
tt8088196,6.9,64
tt8089526,9.5,9961
tt8092888,7.1,2785
tt8093958,7.5,21
tt8094008,7.9,9
tt8094010,7.8,9
tt8096832,6.2,26345
tt8096980,7.4,48
tt8097114,7.0,27
tt8098188,8.7,9
tt8099236,8.0,2507
tt8099564,5.8,14
tt8100954,8.1,18367
tt8101112,7.3,75
tt8101390,5.8,266
tt8101766,7.2,1943
tt8103070,7.2,41499
tt8103114,7.1,228
tt8105958,8.1,2306
tt8106160,6.1,14900
tt8106534,6.1,209795
tt8106570,6.3,2874
tt8106576,7.6,3266
tt8106596,6.4,3662
tt8106744,7.6,301
tt8107464,4.1,1415
tt8108152,9.1,2575
tt8108164,5.6,5058
tt8108198,8.2,114788
tt8108202,7.5,47425
tt8110602,7.4,14
tt8110630,7.2,1222
tt8110640,6.2,66707
tt8111088,8.6,646751
tt8111974,8.6,603
tt8115246,6.8,2797
tt8115300,6.3,675
tt8115560,6.6,4087
tt8115672,6.3,191
tt8115688,6.3,176
tt8115702,7.7,435
tt8116482,7.0,51
tt8116612,5.9,937
tt8116640,5.9,3963
tt8119642,8.0,166
tt8119762,7.2,7
tt8120244,8.5,55
tt8123694,6.7,826
tt8126390,6.5,2249
tt8126440,5.6,61
tt8127790,8.3,46
tt8128188,6.2,9635
tt8128582,8.2,39
tt8129694,6.6,235
tt8130558,5.1,2773
tt8130904,5.4,5093
tt8130968,7.7,34247
tt8132178,7.8,114
tt8132700,6.5,11119
tt8139704,9.5,14
tt8139850,7.0,1362
tt8139862,8.5,3984
tt8142044,3.5,1063
tt8142580,5.9,13
tt8144778,7.2,1429
tt8145202,5.2,7842
tt8148018,7.3,3184
tt8150986,8.3,1219
tt8151648,9.3,12
tt8152000,7.9,981
tt8152324,4.0,2580
tt8157466,7.8,39
tt8159302,6.8,909
tt8160064,7.7,2675
tt8160834,5.5,14403
tt8164794,6.6,3840
tt8165086,6.8,1975
tt8167872,6.7,875
tt8168760,9.8,7
tt8169446,5.5,24418
tt8170298,3.6,2639
tt8171234,5.8,404
tt8171410,7.1,248
tt8172466,4.9,2691
tt8174114,7.3,352
tt8174982,7.6,38
tt8176674,9.7,13
tt8176738,7.8,1480
tt8178116,5.0,2581
tt8178486,6.0,16327
tt8178958,5.8,2570
tt8179388,5.3,27069
tt8181268,8.3,1269
tt8187124,6.2,20
tt8189220,6.1,103
tt8190748,6.1,315
tt8192134,3.8,317
tt8193232,7.1,14
tt8194662,7.6,68
tt8194716,8.2,4108
tt8196210,3.8,13
tt8197028,7.7,72
tt8197998,6.7,5352
tt8199972,7.8,4665
tt8200004,8.1,2236
tt8201170,5.8,46114
tt8201618,7.7,1448
tt8201924,6.1,175
tt8201974,7.0,119
tt8202262,6.7,887
tt8206328,7.4,39
tt8207368,7.0,6
tt8207562,6.5,25
tt8207768,6.8,722
tt8208614,8.8,72
tt8210004,6.7,21
tt8210856,6.0,35078
tt8211214,5.3,976
tt8212486,6.0,9
tt8213104,4.3,18
tt8214886,6.6,89
tt8216094,5.4,112
tt8219340,5.6,34
tt8220344,7.1,4006
tt8224628,8.0,326
tt8226884,7.6,7
tt8226980,8.4,41
tt8228274,6.1,12
tt8228288,7.0,320322
tt8230772,7.7,10693
tt8230872,6.9,938
tt8234502,7.1,550
tt8235236,6.8,23749
tt8236260,5.8,38
tt8236556,7.7,8153
tt8236800,8.5,337
tt8237310,7.2,48
tt8237930,4.5,13
tt8241138,6.4,356
tt8241378,8.0,3519
tt8242160,5.9,3761
tt8243158,7.5,1129
tt8244578,4.5,1915
tt8246392,5.6,3461
tt8248918,7.4,184
tt8250824,8.8,12834
tt8251336,6.2,176
tt8254512,4.2,25
tt8254556,7.2,17919
tt8254954,5.8,10
tt8255490,5.2,1340
tt8257624,4.1,506
tt8258858,7.6,17
tt8259496,8.6,167
tt8259682,7.2,2846
tt8259930,6.7,1020
tt8261790,7.3,61
tt8261798,7.3,50
tt8262802,5.7,12375
tt8264820,7.6,22
tt8265568,8.2,12
tt8269544,7.7,13
tt8271714,7.9,9636
tt8272092,9.0,925
tt8273228,6.6,8
tt8273258,5.7,325
tt8274146,7.0,1267
tt8276886,7.8,11
tt8277404,8.2,19
tt8277480,6.0,64
tt8278320,8.7,39
tt8280978,8.0,7
tt8285216,7.3,12352
tt8285422,9.0,10
tt8286888,8.3,18
tt8286926,7.7,6365
tt8288078,8.3,1203
tt8288450,6.7,2586
tt8289930,8.5,58958
tt8290340,6.1,17
tt8290344,6.3,14
tt8295472,6.7,36084
tt8295694,7.1,1523
tt8296660,5.4,1530
tt8299856,6.5,11
tt8304386,4.4,2882
tt8304424,5.8,7
tt8304498,7.0,8600
tt8308026,6.5,19
tt8308190,7.9,9
tt8310028,6.4,19
tt8310728,8.0,244
tt8310924,6.4,1389
tt8311388,8.9,311
tt8312934,7.7,1720
tt8314968,8.0,65
tt8315048,7.4,59
tt8316986,8.0,74
tt8318348,5.1,335
tt8322060,5.4,6182
tt8322170,6.1,14
tt8322592,5.9,1998
tt8322784,7.0,28
tt8324474,6.3,470
tt8324576,6.2,611
tt8324578,6.2,1667
tt8325080,7.5,77
tt8325102,8.7,69
tt8325136,8.8,34
tt8326250,5.2,158
tt8327350,7.0,63
tt8327754,7.7,4260
tt8328256,8.1,76
tt8328418,5.6,207
tt8328460,7.7,1418
tt8328716,3.8,11092
tt8328740,7.1,2586
tt8328962,6.6,226
tt8329046,8.9,650
tt8329290,5.5,6193
tt8329618,6.3,550
tt8330112,9.7,13
tt8331716,7.0,7
tt8332526,6.9,45
tt8333418,3.0,336
tt8333746,6.3,15766
tt8338746,3.9,370
tt8339864,7.9,482
tt8342748,6.7,956
tt8343540,7.4,31
tt8347882,8.1,770
tt8349950,9.8,9
tt8351626,7.2,12
tt8351778,7.9,53
tt8354112,7.5,7526
tt8354406,8.7,20
tt8354582,4.6,1537
tt8354812,6.3,22
tt8359322,6.4,5
tt8360146,6.2,124
tt8360416,8.6,12
tt8361028,5.9,39381
tt8362228,6.4,1335
tt8362680,7.3,7
tt8362738,5.3,15
tt8363230,7.6,153
tt8365002,5.0,297
tt8365054,7.6,523
tt8367084,5.9,2897
tt8367694,6.5,1857
tt8369840,5.3,40153
tt8369842,5.7,1722
tt8370556,7.0,8
tt8371306,7.5,24
tt8374102,7.3,46
tt8379312,7.7,209
tt8383838,4.7,13
tt8385496,7.4,6088
tt8385680,7.3,334
tt8387348,7.5,9097
tt8390096,7.3,314
tt8390274,8.2,1071
tt8392090,7.8,179
tt8393700,6.0,9
tt8394522,8.2,8
tt8395466,8.0,916
tt8396120,5.9,316
tt8396182,7.0,193
tt8396306,6.9,171
tt8398600,8.4,167066
tt8400104,8.7,22
tt8402996,7.7,147
tt8403536,7.1,8574
tt8403570,6.5,1944
tt8403622,5.9,3803
tt8403664,7.6,18612
tt8404094,7.5,9948
tt8404520,5.7,5143
